RecordID	RID	Squib	ReferenceReaction
2063	1430	http://kinetics.nist.gov/kinetics/Detail;jsessionid=561591736D79271945C5DE9D99EF8200?id=1985ZAB/HEI503:4	O2 + (CH3)2CHCH2O· → (CH3)2CHCHO + HO2
2064	1430	http://kinetics.nist.gov/kinetics/Detail;jsessionid=561591736D79271945C5DE9D99EF8200?id=1985ZAB/HEI503:5	NO + (CH3)2CHCH2O· → Products
2081	1441	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2F3CF1C8AE3AA8E695AF9E95C5D265D8?id=1986DES/HEI4637:2	CH3CHNHCH2CH3 + CH3CHNHCH2CH3 → C2H5NHCH(CH3)CH(CH3)NHC2H5
2095	1450	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9011C6BEECE491A6ADA7AC6E9CEBFD07?id=1962BLA/GIL1526-1532:1	CHD2CD2Cl → CD2=CDH + DCl
2141	1488	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3DCDC0840DC71376F831E0F6A95DCB54?id=1984BAL/DRE3195:7	(CH3)3CC(·)H(CH3) → (CH3)2C=CHCH3 + ·CH3
2144	1490	http://kinetics.nist.gov/kinetics/Detail;jsessionid=12E235D3DBDEA18EA68D42640C943CD5?id=2004SAE/REY426-444:138	 → 
2152	1496	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A66EED1DDF52D7AC1A9BB597B5B4728C?id=1963SMI/JON403-405:22	Ethyl benzoate → Benzoic acid + C2H4
2155	1499	http://kinetics.nist.gov/kinetics/Detail;jsessionid=23D55970C27396EDAD7231793E122246?id=1969SCO/JEN1521-1525:2	CH3CF2 + CH3CF2 → CH3CF2CF2CH3
2182	1516	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AAD1A5D8AED0FAC2DB91A80A42BED792?id=1996KER/POT105-115:4	(CH3)3SiSi(·)(CH3)2 + (CH3)3SiSi(·)(CH3)2 → n-Si4(CH3)10
2206	1531	http://kinetics.nist.gov/kinetics/Detail;jsessionid=7114CFE2BB0B73DA538A0623B6ECE8C5?id=1982PAP/BEN63-75:2	CH2DCH2Cl → C2H4 + DCl
2236	1559	http://kinetics.nist.gov/kinetics/Detail;jsessionid=56FED61C057DB98F3D77B880501CE886?id=2009DIA/ARA20-24:2	·Cl + C3F7CF(OC2H5)CF(CF3)2 → Products
2240	1561	http://kinetics.nist.gov/kinetics/Detail;jsessionid=113A9CBB66083C3E2C12956F4B06D9A3?id=1997WAL/SCH8264-8274:10	CH4 + ·Cl → Products
2241	1561	http://kinetics.nist.gov/kinetics/Detail;jsessionid=113A9CBB66083C3E2C12956F4B06D9A3?id=1997WAL/SCH8264-8274:11	CH3Cl + ·Cl → Products
2243	1562	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1B61F82B7AFBDBDAA4AA782F6BDE5031?id=1984TSC/NIE141-150:27	CH4 + ·Cl → ·CH3 + HCl
2248	1565	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B90A191CC8D75E958DE06305B5928BD4?id=1996WAL/HUR164-173:6	CH3Cl + ·Cl → ·CH2Cl + HCl
2250	1566	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A74C71D2F6207897EC6EFF12C71872B8?id=1994WAL/HUR34-42:6	CH3F + ·Cl → ·CH2F + HCl
2256	1569	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B76B544124331C2F6379A40F19BE561?id=2012AND/NIE1735-1748:5	CH2F2 + ·Cl → ·CHF2 + HCl
2257	1569	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4B76B544124331C2F6379A40F19BE561?id=2012AND/NIE1735-1748:6	CH4 + ·Cl → ·CH3 + HCl
2259	1570	http://kinetics.nist.gov/kinetics/Detail;jsessionid=44B2B9E430BB2747BDFADFF53259813E?id=1984TSC/NIE141-150:25	CH4 + ·Cl → ·CH3 + HCl
2261	1571	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9CCFE58FFD5694225200B9316034AAE1?id=1990WAL/HIN665:20	n-C4H10 + ·Cl → Other Products + HCl
2263	1572	http://kinetics.nist.gov/kinetics/Detail;jsessionid=802210ABED37E2FBC06E1DB30A8597AC?id=2008AND/NIL92-97:1	C2H4 + ·Cl → Products
2264	1572	http://kinetics.nist.gov/kinetics/Detail;jsessionid=802210ABED37E2FBC06E1DB30A8597AC?id=2008AND/NIL92-97:2	C2H2 + ·Cl → Products
2265	1572	http://kinetics.nist.gov/kinetics/Detail;jsessionid=802210ABED37E2FBC06E1DB30A8597AC?id=2008AND/NIL92-97:3	C2H4 + ·Cl → Products
2266	1572	http://kinetics.nist.gov/kinetics/Detail;jsessionid=802210ABED37E2FBC06E1DB30A8597AC?id=2008AND/NIL92-97:4	C2H2 + ·Cl → Products
2267	1573	http://kinetics.nist.gov/kinetics/Detail;jsessionid=924561BFAC5468449C501903D6B5482E?id=2012AND/NIE1735-1748:1	·Cl + (E)-CF3CH=CHCl → Products
2268	1574	http://kinetics.nist.gov/kinetics/Detail;jsessionid=405D32153F93B22A5884A6634363A77B?id=2012AND/NIE1735-1748:2	·Cl + (E)-CF3CH=CHCl → Products
2269	1575	http://kinetics.nist.gov/kinetics/Detail;jsessionid=365BD3D3CA93D6486A023533EC9FDB17?id=1984NIE/TSC527-530:7	CH4 + ·Cl → ·CH3 + HCl
2270	1575	http://kinetics.nist.gov/kinetics/Detail;jsessionid=365BD3D3CA93D6486A023533EC9FDB17?id=1984NIE/TSC527-530:8	CH4 + ·Cl → ·CH3 + HCl
2279	1578	http://kinetics.nist.gov/kinetics/Detail;jsessionid=134D61A04FD0AAB74AE17B6D1607124C?id=2005OYA/SEL337-346:42	CH3CCl3 + ·Cl → Products
2280	1578	http://kinetics.nist.gov/kinetics/Detail;jsessionid=134D61A04FD0AAB74AE17B6D1607124C?id=2005OYA/SEL337-346:41	CH2FCHF2 + ·Cl → Products
2290	1585	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4A2D0F595EE2BF45AE7279E4E687D760?id=2009AND/HUR20-23:3	C2H2 + ·Cl → Products
2291	1585	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4A2D0F595EE2BF45AE7279E4E687D760?id=2009AND/HUR20-23:4	C2H4 + ·Cl → Products
2296	1589	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FEA2698A9106DC3A56D813BD1F91247B?id=1997BAR/LOC607-617:12	CF3CH2CF2CH3 + ·Cl → Other Products + H2O
2299	1590	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B5D57F599909B68C84C05A355EA6A11E?id=2010CHI/ARG6131-6137:11	·Cl + C6F13CH2CHO → Products
2300	1590	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B5D57F599909B68C84C05A355EA6A11E?id=2006SOL/MEL4450-4457:3	C6F13CH2OH + ·Cl → Products
2311	1596	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BC53E8A10006B7D7E64D4D960B39049B?id=2012AND/NIE5806-5820:3	CF3CH2F + ·Cl → Products
2312	1596	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BC53E8A10006B7D7E64D4D960B39049B?id=2012AND/NIE5806-5820:4	C2F5H + ·Cl → Products
2313	1596	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BC53E8A10006B7D7E64D4D960B39049B?id=2006DAL/NIE771-775:2	CF3CH2F + ·Cl → Products
2314	1596	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BC53E8A10006B7D7E64D4D960B39049B?id=2005OYA/SEL337-346:39	CH3CCl3 + ·Cl → Products
2315	1596	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BC53E8A10006B7D7E64D4D960B39049B?id=2005OYA/SEL337-346:40	CH2FCHF2 + ·Cl → Products
2316	1597	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FE350471E0CAF5BEC0851D46FA1E0732?id=2012AND/NIE5806-5820:16	·Cl + CF3CHFOCHF2 → Products
2318	1598	http://kinetics.nist.gov/kinetics/Detail;jsessionid=01E270B56A5E86752FF157641E7C08D3?id=2012AND/NIE5806-5820:17	·Cl + CF3CHFOCHF2 → Products
2326	1601	http://kinetics.nist.gov/kinetics/Detail;jsessionid=66D4C25E0914CF79A93C9038626A5211?id=2010CHI/ARG6131-6137:2	CH3OH + ·Cl → Products
2327	1601	http://kinetics.nist.gov/kinetics/Detail;jsessionid=66D4C25E0914CF79A93C9038626A5211?id=2010CHI/ARG6131-6137:8	C6F13CH2CH2OH + ·Cl → Products
2328	1601	http://kinetics.nist.gov/kinetics/Detail;jsessionid=66D4C25E0914CF79A93C9038626A5211?id=2010CHI/ARG6131-6137:1	C2H5Cl + ·Cl → Products
2330	1602	http://kinetics.nist.gov/kinetics/Detail;jsessionid=CD602B7A47D49B02AEFA40598D7C2893?id=2009YOU/HUR251-256:4	C2F5H + ·Cl → Products
2335	1603	http://kinetics.nist.gov/kinetics/Detail;jsessionid=096945A59DEC57C3662EAD8C262CAEAB?id=2010SCH/ZHO5407-5414:10	C2H6 + ·Cl → Products
2336	1603	http://kinetics.nist.gov/kinetics/Detail;jsessionid=096945A59DEC57C3662EAD8C262CAEAB?id=2010SCH/ZHO5407-5414:11	Toluene + ·Cl → Products
2337	1603	http://kinetics.nist.gov/kinetics/Detail;jsessionid=096945A59DEC57C3662EAD8C262CAEAB?id=2010SCH/ZHO5407-5414:9	C2H4 + ·Cl → Products
2339	1604	http://kinetics.nist.gov/kinetics/Detail;jsessionid=7CCC9A39B1F5C41B2158472790D61783?id=1993MCL/KAN137-149:27	C2H6 + ·Cl → ·C2H5 + HCl
2343	1607	http://kinetics.nist.gov/kinetics/Detail;jsessionid=486BC7399F27CB8CAD387D4901E466D3?id=2015IFA/BEN4820-4832:18	C2H4 + ·Cl → Products
2347	1610	http://kinetics.nist.gov/kinetics/Detail;jsessionid=ACAEE328CF11946826A7341D5773C73F?id=1993MCL/KAN137-149:25	(C2H5)2O + ·Cl → Other Products + HCl
2352	1611	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EF5F85D79C45ECF51D4FF006B6501A57?id=2015ROD/ROD2881-2890:3	CH3CH=CH2 + ·Cl → Products
2353	1611	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EF5F85D79C45ECF51D4FF006B6501A57?id=2015ROD/ROD2881-2890:2	n-C8H18 + ·Cl → Products
2354	1611	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EF5F85D79C45ECF51D4FF006B6501A57?id=2015ROD/ROD2881-2890:1	Cyclohexane + ·Cl → Products
2357	1613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=8B77861654201C5207F68D504EE73377?id=1998PLA/CHR4829-4838:13	CH4 + ·Cl → ·CH3 + HCl
2358	1613	http://kinetics.nist.gov/kinetics/Detail;jsessionid=8B77861654201C5207F68D504EE73377?id=1998PLA/CHR4829-4838:14	CH3Cl + ·Cl → Products
2360	1614	http://kinetics.nist.gov/kinetics/Detail;jsessionid=ACAC1D60B7BA89CDF6D3F54D96C652B4?id=2005AND/NIE124-128:1	C2H4 + ·Cl → Products
2361	1614	http://kinetics.nist.gov/kinetics/Detail;jsessionid=ACAC1D60B7BA89CDF6D3F54D96C652B4?id=2005AND/NIE124-128:10	C2H2 + ·Cl → Products
2362	1615	http://kinetics.nist.gov/kinetics/Detail;jsessionid=8412DB7869DCC71FFCDB8C19C87253C4?id=2007NAK/TAK909-915:5	·Cl + CH2=CHCF3 → Products
2363	1616	http://kinetics.nist.gov/kinetics/Detail;jsessionid=871EA18CFEB643A0B0ADDB336A3DAF02?id=2007NAK/TAK909-915:6	·Cl + CH2=CHCF3 → Products
2365	1617	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C913A7A274117710A5FF1D75A341FAC5?id=2004OYA/SEL5567-5576:28	CHCl3 + ·Cl → Products
2366	1617	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C913A7A274117710A5FF1D75A341FAC5?id=2004OYA/SEL5567-5576:29	CH2FCHF2 + ·Cl → Products
2368	1618	http://kinetics.nist.gov/kinetics/Detail;jsessionid=306CB9D7F25CA8261608D11D89F90D00?id=2010LIU/LIU124-131:2	·Cl + CF3CH2OCHO → Products
2369	1619	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6E98454ACACE39367E243458A287F250?id=2010LIU/LIU124-131:3	·Cl + CF3CH2OCHO → Products
2373	1620	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DB6B79E482016B97888EC16B9F137130?id=2012AND/NIE5806-5820:5	CH4 + ·Cl → Products
2374	1620	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DB6B79E482016B97888EC16B9F137130?id=2012AND/NIE5806-5820:6	CH3Cl + ·Cl → Products
2386	1624	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FA5D3DB9B12692AB11B6D63CDCE3E6F9?id=2012AND/NIE5806-5820:2	CF3CH2F + ·Cl → Products
2387	1624	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FA5D3DB9B12692AB11B6D63CDCE3E6F9?id=2012AND/NIE5806-5820:1	CD4 + ·Cl → Products
2388	1624	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FA5D3DB9B12692AB11B6D63CDCE3E6F9?id=2002WAL/HUR8391-8398:2	CH4 + ·Cl → Products
2395	1628	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3B7F5945203F674FC3775291D40F960D?id=1984TSC/NIE141-150:21	CH4 + ·Cl → ·CH3 + HCl
2397	1629	http://kinetics.nist.gov/kinetics/Detail;jsessionid=E2BCD851E1E507D8D4A2025898350350?id=1984TSC/NIE141-150:23	CH4 + ·Cl → ·CH3 + HCl
2400	1630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE00F51F8169309D5B73B2AD8DF1D1FA?id=2005AND/NIE124-128:4	C2H4 + ·Cl → Products
2401	1630	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE00F51F8169309D5B73B2AD8DF1D1FA?id=2005AND/NIE124-128:7	C2H2 + ·Cl → Products
2412	1632	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2E71D75629A7267702A67BF18A3812C?id=1992WAL/HUR437-442:23	CD4 + ·Cl → CD3 + DCl
2413	1632	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2E71D75629A7267702A67BF18A3812C?id=1992WAL/HUR437-442:21	CH4 + ·Cl → ·CH3 + HCl
2414	1632	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C2E71D75629A7267702A67BF18A3812C?id=1992TUA/ATK639-648:22	CH4 + ·Cl → ·CH3 + HCl
2416	1633	http://kinetics.nist.gov/kinetics/Detail;jsessionid=144BDE2FC7550E5676ADB251541A1542?id=1985ZHI690:1	·F + ClF2 → ClF3
2417	1634	http://kinetics.nist.gov/kinetics/Detail;jsessionid=947F97F4C109363F2529CAA80C9C53BA?id=1976GIL/OLB11:2	Cl2 + CCl3CHCl → CHCl2CCl3 + ·Cl
2420	1636	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A70A19473CF6507E44BCA163FD50216C?id=1984TSC/NIE141-150:17	CH4 + ·Cl → ·CH3 + HCl
2422	1637	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4FBB1461D1F13E2E27C057ACF6CB6202?id=1984TSC/NIE141-150:19	CH4 + ·Cl → ·CH3 + HCl
2504	1654	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D2C7F6E8EBC88775F9DA0DACE6F60A6F?id=1985HIG/KUR167-175:4	O· + NCO → CO + NO
2505	1654	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D2C7F6E8EBC88775F9DA0DACE6F60A6F?id=1984LOU/HAN231:4	O· + NCO → CO + N
2513	1660	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2BD56E9EA0230FECF2E31B9562264C0D?id=1990WAL/HIN665:18	C2H6 + ·Cl → ·C2H5 + HCl
2522	1665	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2748E590D77BB2789BB1CCD0F10679D4?id=1972KEN/LEV3480-3488:6	COF2 + ·F → CF3O
2526	1667	http://kinetics.nist.gov/kinetics/Detail;jsessionid=64DF7A7C61ABDD939500E6B2AE82C6AC?id=2005AND/NIE124-128:5	C2H4 + ·Cl → Products
2527	1667	http://kinetics.nist.gov/kinetics/Detail;jsessionid=64DF7A7C61ABDD939500E6B2AE82C6AC?id=2005AND/NIE124-128:6	C2H2 + ·Cl → Products
2543	1678	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2A75B0D8DC3CCB0F64EC7537F47A967D?id=1989ALA/ALB579-581:7	CH3C(O)OC(CH3)3 → CH3C(O)OH + iso-C4H8
2610	1736	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4E2A5FD254C95B9EE6E918F149EB5694?id=1973JEN/VAN2968:4	H3Si-SiHCl2 → SiH4 + SiCl2
2637	1757	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FC92063C964C6EEAF082608D6D8F2FAC?id=2000BEU/DAN4049-4060:7	CH3CDO + ·Cl → CH3CO + DCl
2638	1757	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FC92063C964C6EEAF082608D6D8F2FAC?id=2000BEU/DAN4049-4060:8	CD3CDO + ·Cl → DCl + CD3CO
2680	1782	http://kinetics.nist.gov/kinetics/Detail;jsessionid=64147F6FE24E71037FE6CD3CA8006ED2?id=1969SMI/LUM2090-2095:38	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2681	1783	http://kinetics.nist.gov/kinetics/Detail;jsessionid=616F4BD74B5FCBEE1AF07A3E0C30DD4D?id=1969SMI/LUM2090-2095:37	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2682	1784	http://kinetics.nist.gov/kinetics/Detail;jsessionid=3F12BD563D4D5EA22E78C6909CCA26D0?id=1969SMI/LUM2090-2095:36	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2683	1785	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2A7F012DC685D57E0F77C10FDC926F21?id=1969SMI/LUM2090-2095:35	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2684	1786	http://kinetics.nist.gov/kinetics/Detail;jsessionid=A8A015AAEE209967C0A2B8312CCE37B8?id=1969SMI/LUM2090-2095:34	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2685	1787	http://kinetics.nist.gov/kinetics/Detail;jsessionid=85CC4DBE6CE3558192EB06CCFEAB5EC4?id=1969SMI/LUM2090-2095:33	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2686	1788	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DDDBE429C43E1EC2E0866892FE018DBF?id=1969SMI/LUM2090-2095:32	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2687	1789	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CDF54482EA4D34D26D5DA8A99CC7FE9?id=1969SMI/LUM2090-2095:31	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2688	1790	http://kinetics.nist.gov/kinetics/Detail;jsessionid=CD46D1C14D74085E7CDE61725204D454?id=1969SMI/LUM2090-2095:30	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2689	1791	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1ECB18AA9F0CF044C9F34C9AB2072DA8?id=1969SMI/LUM2090-2095:29	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2690	1792	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AEEB8C76ADA72A088D9897A74EC4692E?id=1969SMI/LUM2090-2095:28	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2691	1793	http://kinetics.nist.gov/kinetics/Detail;jsessionid=110F01C701E5ACBF9A1D1964BAE4EA92?id=1969SMI/LUM2090-2095:27	Benzyl alcohol, α-methyl-, benzoate → Benzoic acid + Styrene
2692	1794	http://kinetics.nist.gov/kinetics/Detail;jsessionid=97F80B7A7EA85CA93F6917B128A65977?id=1969SMI/LUM2090-2095:26	Carbonic acid methyl α-methylbenzyl ester → Styrene + CH3OC(O)OH
2696	1795	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D3A7EBCC9162E10A2DDBFB6A947BC582?id=1969SMI/LUM2090-2095:25	Benzenemethanol, α-methyl-, acetate → CH3C(O)OH + Styrene
2700	1796	http://kinetics.nist.gov/kinetics/Detail;jsessionid=DBE8EE132646F35B34558697BDEB76AF?id=1969SMI/LUM2090-2095:24	Benzenemethanol, α-methyl-, acetate → CH3C(O)OH + Styrene
2703	1797	http://kinetics.nist.gov/kinetics/Detail;jsessionid=CF3CBE50B364597879C103C6A7DFA66E?id=1969SMI/LUM2090-2095:23	Benzenemethanol, α-methyl-, acetate → CH3C(O)OH + Styrene
2704	1798	http://kinetics.nist.gov/kinetics/Detail;jsessionid=31DB58247F8BF1D401C9B0EFF6A7EA9C?id=1969SMI/LUM2090-2095:22	Carbonic acid methyl α-methylbenzyl ester → Styrene + CH3OC(O)OH
2705	1799	http://kinetics.nist.gov/kinetics/Detail;jsessionid=8C8366236A103FE0EC7A99F0F0F76645?id=1969SMI/LUM2090-2095:21	Carbonic acid methyl α-methylbenzyl ester → Styrene + CH3OC(O)OH
2706	1800	http://kinetics.nist.gov/kinetics/Detail;jsessionid=14551AB8A0A379EE65545A3920AED92F?id=1969SMI/LUM2090-2095:20	Carbonic acid methyl α-methylbenzyl ester → Styrene + CH3OC(O)OH
2710	1801	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D86640FAC17A24CAFC93782967547A03?id=1969SMI/LUM2090-2095:19	Benzenemethanol, α-methyl-, acetate → CH3C(O)OH + Styrene
2712	1802	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0BB1A967DC4743794B9724D4BB7AB477?id=1969SMI/LUM2090-2095:18	Benzenemethanol, α-methyl-, acetate → CH3C(O)OH + Styrene
2715	1803	http://kinetics.nist.gov/kinetics/Detail;jsessionid=CFE5662B5F9313DC6FE5FD705890BECE?id=1969SMI/LUM2090-2095:17	Benzenemethanol, α-methyl-, acetate → CH3C(O)OH + Styrene
2718	1804	http://kinetics.nist.gov/kinetics/Detail;jsessionid=BD8FE025E54F04F77E9825A23B97D0D7?id=1969SMI/LUM2090-2095:16	Benzenemethanol, α-methyl-, acetate → CH3C(O)OH + Styrene
2720	1805	http://kinetics.nist.gov/kinetics/Detail;jsessionid=5E827760E6463770FF4A1075F91D157B?id=1969SMI/LUM2090-2095:15	Benzenemethanol, α-methyl-, acetate → CH3C(O)OH + Styrene
2726	1807	http://kinetics.nist.gov/kinetics/Detail;jsessionid=7E09D58A76C523B21673C63CA060BE00?id=1975AMI/TAY1802-1803:13	Benzoic acid 1,1-dimethylethyl ester → Benzoic acid + iso-C4H8
2740	1817	http://kinetics.nist.gov/kinetics/Detail;jsessionid=856F62160DD72C323EFDD4580ABFC1EA?id=1980HOP/PRI1210:8	CH3C≡CD → CH2DC≡CH
2742	1818	http://kinetics.nist.gov/kinetics/Detail;jsessionid=45529D859A84560CC7674D28336A356B?id=1980HOP/PRI1210:5	CH3C≡CD → CH2C≡CH
2753	1827	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B2973ACC3D1ED43240097A47A0C5011D?id=2005AND/NIE124-128:3	C2H4 + ·Cl → Products
2754	1827	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B2973ACC3D1ED43240097A47A0C5011D?id=2005AND/NIE124-128:8	C2H2 + ·Cl → Products
2759	1832	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CEE64A29292EF1E858F0D3021EC219A?id=2007TSA/WAL141-148:1	3-hexyl radical → 1-C5H10 + ·CH3
2760	1832	http://kinetics.nist.gov/kinetics/Detail;jsessionid=6CEE64A29292EF1E858F0D3021EC219A?id=1987IMB/MAR81:7	3-hexyl radical → 1-C5H10 + ·CH3
2772	1840	http://kinetics.nist.gov/kinetics/Detail;jsessionid=90E327615F1C1B8A559347A683A18D83?id=1984TSC/YAN1408-1414:6	CH4 + ·Cl → ·CH3 + HCl
2773	1840	http://kinetics.nist.gov/kinetics/Detail;jsessionid=90E327615F1C1B8A559347A683A18D83?id=1984TSC/YAN1408-1414:7	C2D5Cl + ·Cl → ·CD2CD2Cl + DCl
2774	1840	http://kinetics.nist.gov/kinetics/Detail;jsessionid=90E327615F1C1B8A559347A683A18D83?id=1984TSC/NIE141-150:15	CH4 + ·Cl → ·CH3 + HCl
2778	1842	http://kinetics.nist.gov/kinetics/Detail;jsessionid=72D38D674491E1C54EA1D608AE5C2360?id=1984NIE/TSC527-530:6	CH4 + ·Cl → ·CH3 + HCl
2797	1856	http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=2006CAS/COX109-115:1	O2 + CH3CH2CH2CH2O· → CH3CH2CH2CHO + HO2
2798	1856	http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=2005CAS/JOH3702-3710:2	O2 + CH3CH2CH2CH2O· → CH3CH2CH2CHO + HO2
2799	1856	http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1987MOR/HEI2641:4	NO + CH3CH2CH2CH2O· → Products
2800	1856	http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1981NIK/MAK2698:1	O2 + CH3CH2CH2CH2O· → CH3CH2CH2CHO + HO2
2801	1856	http://kinetics.nist.gov/kinetics/Detail;jsessionid=993578DB865974EB6AE50D20B1A7A5E6?id=1981COX/PAT587:5	O2 + CH3CH2CH2CH2O· → CH3CH2CH2CHO + HO2
2834	1860	http://kinetics.nist.gov/kinetics/Detail;jsessionid=FDF93E4A4AF564095EBD40DB7D9AB97B?id=2012SPR/GAR6327-6340:1	O2 + CH3CH2CH2CH2O· → CH3CH2CH2CHO + HO2
2862	1868	http://kinetics.nist.gov/kinetics/Detail;jsessionid=86162D409F66A0E507405815F0FA322E?id=2005ROD/ROD3433-3440:22	C2H6 + ·Cl → Products
2863	1868	http://kinetics.nist.gov/kinetics/Detail;jsessionid=86162D409F66A0E507405815F0FA322E?id=2005ROD/ROD3433-3440:24	1-C4H8 + ·Cl → Products
2864	1868	http://kinetics.nist.gov/kinetics/Detail;jsessionid=86162D409F66A0E507405815F0FA322E?id=2005ROD/ROD3433-3440:23	CH3CH=CH2 + ·Cl → Products
2870	1873	http://kinetics.nist.gov/kinetics/Detail;jsessionid=52182BCEF17EE072E5726CAD8AAB34D7?id=1963CHE2710-2723:3	Cyclopropane, ethylidene- → Cyclopropane, methylmethylene-
2915	1912	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2E8BC205B823BC8176748CE121E89463?id=1972GOR/WAL783:2	HI + (E)-CH3CH=CHCH2 → Other Products + I
2965	1919	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C026A4DDC1304750362D401DF60DDD33?id=1957FOR/EVA320:3	CH3CN + N → HCN + HCN + H·
2970	1923	http://kinetics.nist.gov/kinetics/Detail;jsessionid=114463CDF0FDE885A91C085ACEC37D06?id=2005HAC/HOL1977-1984:6	·C2H5 + O· → Products
2973	1926	http://kinetics.nist.gov/kinetics/Detail;jsessionid=EA01B7B58CFB57B0526348A09C4C6DFC?id=1969BRA/TSE2685-2692:4	O· + ·CH2 → CO + H· + H·
2976	1928	http://kinetics.nist.gov/kinetics/Detail;jsessionid=7673205C2F3604F4DF32FA2377542C9B?id=1986FRA422:8	O· + ·CH2 → Products
2977	1928	http://kinetics.nist.gov/kinetics/Detail;jsessionid=7673205C2F3604F4DF32FA2377542C9B?id=1969BRA/TSE2685-2692:3	C2H2 + ·CH2 → CH3CCH
